No_,Name,Search Name,Name 2,Address,Address 2,City,Contact,Phone No_,Telex No_,Document Sending Profile,Ship-to Code,Our Account No_,Territory Code,Global Dimension 1 Code,Global Dimension 2 Code,Chain Name,Budgeted Amount,Credit Limit (LCY),Customer Posting Group,Currency Code,Customer Price Group,Language Code,Registration Number,Statistics Group,Payment Terms Code,Fin_ Charge Terms Code,Salesperson Code,Shipment Method Code,Shipping Agent Code,Place of Export,Invoice Disc_ Code,Customer Disc_ Group,Country_Region Code,Collection Method,Amount,Blocked,Invoice Copies,Last Statement No_,Print Statements,Bill-to Customer No_,Priority,Payment Method Code,Format Region,Last Modified Date Time,Last Date Modified,Application Method,Prices Including VAT,Location Code,Fax No_,Telex Answer Back,VAT Registration No_,Combine Shipments,Gen_ Bus_ Posting Group,Picture,GLN,Post Code,County,EORI Number,Use GLN in Electronic Document,E-Mail,Home Page,Reminder Terms Code,No_ Series,Tax Area Code,Tax Liable,VAT Bus_ Posting Group,Reserve,Block Payment Tolerance,IC Partner Code,Prepayment _,Partner Type,Intrastat Partner Type,Exclude from Pmt_ Practices,Image,Privacy Blocked,Disable Search by Name,Allow Multiple Posting Groups,Preferred Bank Account Code,Coupled to CRM,Cash Flow Payment Terms Code,Primary Contact No_,Contact Type,Mobile Phone No_,Responsibility Center,Shipping Advice,Shipping Time,Shipping Agent Service Code,Service Zone Code,Price Calculation Method,Allow Line Disc_,Base Calendar Code,Copy Sell-to Addr_ to Qte From,Validate EU Vat Reg_ No_,Id,Currency Id,Payment Terms Id,Shipment Method Id,Payment Method Id,Tax Area ID,Contact ID,Contact Graph Id,$systemId,$systemCreatedAt,$systemCreatedBy,$systemModifiedAt,$systemModifiedBy
40001TL,นาง สุกัญญา พุฒิเนาวรัตน์,นาง สุกัญญา พุฒิเนาวรัตน์,,เลขที่ 9/137 ถนนเพิ่มสิน,,เขตสายไหม,,,,,,,BANGKOK,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,21094,1,,,40001TL,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:51.257+00,2024-06-05 00:00:00+00,0,0,,,,3369900178094,0,S,,,10220,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,CF0D42A7-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:56.807+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:51.263+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
40001TN,ร้าน ส.การช่าง,ร้าน ส.การช่าง,,14/13 ถนนบางกรวย-ไทรน้อย,,อำเภอบางกรวย,คุณสุวิทย์ สิทธิโชควงกมล,02-8796322,,,,,BANGKOK,,,,0.00000000000000000000,0.00000000000000000000,ST,,,,,0,30,,20800,2,,,40001TN,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:51.28+00,2024-06-05 00:00:00+00,0,0,,,,0125551000728,0,S,,,11130,จังหวัดนนทบุรี,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,0-2447-0620,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,911438EA-9C0E-EF11-A64E-00505684417F,8A5685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,D50D42A7-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:56.813+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:51.287+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
40001UD,ห้างหุ้นส่วนจำกัด สินไทยอลูมินั่ม (1995),ห้างหุ้นส่วนจำกัด สินไทยอลูมินั่ม (1995),,432/59 ถนนอดุลยเดช,,อำเภอเมืองอุดรธานี,คุณชัยรัตน์ อังครัตนไตร,"042 246 559, 042 325-640-2",,,,,NORTHEASTE,,,,0.00000000000000000000,0.00000000000000000000,ST,,,,,0,45,,20088,1,,,40001UD,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:51.303+00,2024-06-05 00:00:00+00,0,0,,042 243-009,,0413538001223,0,W,,,41000,จังหวัดอุดรธานี,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,"042 246 559, 042 325-640-2",,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,941438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,DB0D42A7-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:56.817+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:51.313+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
40001UD-1,บริษัท ออฟฟิเชียล อีควิปเม้นท์ แมนูแฟคเจอริ่ง จำกัด,บริษัท ออฟฟิเชียล อีควิปเม้นท์ แมนูแฟคเจอริ่ง จำกัด,,70 หมู่ที่ 7 ซอยเพชรเกษม 130 ถนนเพชรเกษม,,อำเภอสามพราน,,,,,,,,,,,0.00000000000000000000,0.00000000000000000000,,,,,,0,,,,,,,40001UD-1,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:51.327+00,2024-06-05 00:00:00+00,0,0,,,,0105544059011,0,,,,73210,จังหวัดนครปฐม,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,0,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,E10D42A7-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:56.823+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:51.333+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
40001UD-2,บริษัท สินไทย อลูมิเนียม เอ็กซ์เฟิร์ท จำกัด,บริษัท สินไทย อลูมิเนียม เอ็กซ์เฟิร์ท จำกัด,,"60/22 , 60/25  ซอยบ้านหนองเตาหล็ก",,อำเภอเมืองอุดรธานี,,,,,,,,,,,0.00000000000000000000,0.00000000000000000000,,,,,,0,,,,,,,40001UD-2,,,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:51.167+00,2024-06-05 00:00:00+00,0,0,,,,0415562000284,0,,,,41000,จังหวัดอุดรธานี,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,0,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,3C422AB9-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:28.29+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:51.17+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
40002PC,ร้าน สยามชุมพร,ร้าน สยามชุมพร,,64-66 ถนนปรมินทรมรรคา,,อำเภอเมืองชุมพร,คุณไกรเดช ตันเจริญ,"077 501-155, 081 958-3144",,,,,CENTRAL,,,,0.00000000000000000000,0.00000000000000000000,ST,,,,,0,45,,,1,,,40002PC,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:51.35+00,2024-06-05 00:00:00+00,0,0,,,,3869900019447,0,R,,,86000,จังหวัดชุมพร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,"077 501-155, 081 958-3144",,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,941438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,E70D42A7-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:56.83+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:51.357+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
40002SB,บริษัท สงวนศิลป์ อินเตอร์กลาส จำกัด,บริษัท สงวนศิลป์ อินเตอร์กลาส จำกัด,,115/3 หมู่ที่ 3,,อำเภอเมืองลพบุรี,คุณวิภาพร เจียมสวัสดิ์,0967-3133633,,,,,CENTRAL,,,,0.00000000000000000000,0.00000000000000000000,ST,,,,,0,30,,21311,1,,,40002SB,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:51.377+00,2024-06-05 00:00:00+00,0,0,,,,0165564001540,0,R,,,15160,จังหวัดลพบุรี,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,0967-3133633,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,911438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,ED0D42A7-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:56.837+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:51.383+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
40002SK,ร้าน สมชัยกระจกอลูมิเนียม,ร้าน สมชัยกระจกอลูมิเนียม,,1402 ถนนสุขเกษม,,อำเภอเมืองสกลนคร,คุณวิเชียร จรรยาวดี,"042-713955, 01-6702510",,,,,NORTHEASTE,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20589,2,,,40002SK,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:51.4+00,2024-06-05 00:00:00+00,0,0,,,,3430500831255,0,W,,,47000,จังหวัดสกลนคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,042-713955,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,8A5685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,F30D42A7-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:56.843+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:51.407+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
40002SR,ร้าน ส.พรชัยอลูมิเนียม,ร้าน ส.พรชัยอลูมิเนียม,,331/56-57 ถนนอุตรกิจ,,อำเภอเมืองกระบี่,คุณลัดดา จินดาพล,"0-7561-1439,0-7562-0598",,,,,SOUTHERN,,,,0.00000000000000000000,0.00000000000000000000,ST,,,,,0,45,,20865,2,,,40002SR,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:51.427+00,2024-06-05 00:00:00+00,0,0,,,,3810500056568,0,W,,,81000,จังหวัดกระบี่,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,941438EA-9C0E-EF11-A64E-00505684417F,8A5685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,F90D42A7-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:56.847+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:51.437+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
40003BS,ร้าน ส.รุ่งอลูมิเนียม,ร้าน ส.รุ่งอลูมิเนียม,,102/16 หมู่ที่ 5,,อำเภอวิเศษชัยชาญ,คุณพรเพ็ญ นิ่มหงษ์ชัย,"035-631447,09-8749-9426",,,,,CENTRAL,,,,0.00000000000000000000,0.00000000000000000000,ST,,,,,0,45,,20712,2,,,40003BS,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:51.457+00,2024-06-05 00:00:00+00,0,0,,,,3102400563083,0,W,,,14110,จังหวัดอ่างทอง,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,"035-631447,09-8749-9426",,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,941438EA-9C0E-EF11-A64E-00505684417F,8A5685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,FF0D42A7-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:56.853+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:51.463+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
40003CR,ร้าน สมเดชอลูมิเนียม,ร้าน สมเดชอลูมิเนียม,,39 หมู่ที่12,,อำเภอเชียงคำ,คุณสมเดช สมณะ,08-4371-0174,,,,,NORTH,,,,0.00000000000000000000,0.00000000000000000000,ST,,,,,0,60,,20538,2,,,40003CR,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:51.48+00,2024-06-05 00:00:00+00,0,0,,,,3560300095180,0,W,,,56110,จังหวัดพะเยา,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,08-4371-0174,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,971438EA-9C0E-EF11-A64E-00505684417F,8A5685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,050E42A7-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:56.86+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:51.487+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
40003NS,ร้าน สุนทรกระจก-อลูมิเนียม,ร้าน สุนทรกระจก-อลูมิเนียม,,53/5 ถนนพรหมนคร,,อำเภอตาคลี,คุณไพโรจน์ พิสุทธิ์ศิริ,"0-5626-1069,0-5626-2090",,,,,NORTH,,,,0.00000000000000000000,0.00000000000000000000,ST,,,,,0,45,,20084,2,,,40003NS,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:51.507+00,2024-06-05 00:00:00+00,0,0,,0-5632-8094,,3609700316008,0,R,,,60140,จังหวัดนครสวรรค์,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,"0-5626-1069,0-5626-2090",,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,941438EA-9C0E-EF11-A64E-00505684417F,8A5685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,0B0E42A7-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:56.867+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:51.513+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
40003PC,ร้าน สงบ น้อยผล,ร้าน สงบ น้อยผล,,52 หมู่ที่ 2,,อำเภอปราณบุรี,คุณสงบ น้อยผล,"081 009-7582, 081 995-6940",,,,,CENTRAL,,,,0.00000000000000000000,0.00000000000000000000,ST,,,,,0,60,,,1,,,40003PC,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:51.53+00,2024-06-05 00:00:00+00,0,0,,,,3770600007845,0,W,,,77120,จังหวัดประจวบคีรีขันธ์,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,"081 009-7582, 081 995-6940",,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,971438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,110E42A7-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:56.873+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:51.537+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
40003PK,ห้างหุ้นส่วนสามัญ สินประเสริฐ,ห้างหุ้นส่วนสามัญ สินประเสริฐ,,64/1 ถนนบางกอก,,อำเภอเมืองภูเก็ต,คุณจันทร์ฉาย  ลีลาเศรษฐกุล,076-212-186,,,,,SOUTHERN,,,,0.00000000000000000000,0.00000000000000000000,ST,,,,,0,45,,20415,2,,,40003PK,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:51.557+00,2024-06-05 00:00:00+00,0,0,,,,0992000771710,0,P,,,83000,จังหวัดภูเก็ต,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,076-212-186,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,941438EA-9C0E-EF11-A64E-00505684417F,8A5685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,170E42A7-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:56.877+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:51.563+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
40003PK-1,บริษัท ประเสริฐ ไวนิล จำกัด,บริษัท ประเสริฐ ไวนิล จำกัด,,64/23 ถนนบางกอก,,อำเภอเมืองภูเก็ต,,,,,,,,,,,0.00000000000000000000,0.00000000000000000000,,,,,,0,,,,,,,40003PK-1,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:51.577+00,2024-06-05 00:00:00+00,0,0,,,,0835545003056,0,,,,,จังหวัดภูเก็ต,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,0,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,1D0E42A7-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:56.883+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:51.58+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
40003SB,ห้างหุ้นส่วนจำกัด ส.สระบุรีมิทอล,ห้างหุ้นส่วนจำกัด ส.สระบุรีมิทอล,,"789/135 ถนนพหลโยธิน ",,อำเภอเมืองสระบุรี,คุณชาญณรงค์ ยิ่งยงสกุลไพบูลย์,036-220449,,,,,CENTRAL,,,,0.00000000000000000000,0.00000000000000000000,ST,,,,,0,60,,20712,2,,,40003SB,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:51.597+00,2024-06-05 00:00:00+00,0,0,,036-318072,,0193538001838,0,W,,,18000,จังหวัดสระบุรี,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,036-220449,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,971438EA-9C0E-EF11-A64E-00505684417F,8A5685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,230E42A7-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:56.89+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:51.607+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
40003SB-1,บริษัท สระบุรี อลูเทค จำกัด,บริษัท สระบุรี อลูเทค จำกัด,,26/6  หมู่ที่ 1,,อำเภอเมืองสระบุรี,,,,,,,,,,,0.00000000000000000000,0.00000000000000000000,,,,,,0,,,,,,,40003SB-1,,,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:50.627+00,2024-06-05 00:00:00+00,0,0,,,,0195566003183,0,,,,,จังหวัดสระบุรี,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,0,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,A0412AB9-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:28.12+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:50.63+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
40004BS,ร้าน สระกระโจม,ร้าน สระกระโจม,,26/2 หมู่ที่ 3,,อำเภอดอนเจดีย์,,,,,,,CENTRAL,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20712,1,,,40004BS,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:51.623+00,2024-06-05 00:00:00+00,0,0,,,,,0,W,,,72250,จังหวัดสุพรรณบุรี,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,290E42A7-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:56.897+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:51.627+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
40004NS,ร้าน ส้มเช้า อลูมิเนียม,ร้าน ส้มเช้า อลูมิเนียม,,179 หมู่ที่1,,อำเภอตาคลี,คุณเฉลิมรัช  ข่มจิตต์,,,,,,NORTH,,,,0.00000000000000000000,0.00000000000000000000,ST,,,,,0,60,,20084,2,,,40004NS,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:51.647+00,2024-06-05 00:00:00+00,0,0,,,,1609700089323,0,R,,,60140,จังหวัดนครสวรรค์,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,"0-5626-1069,0-5626-2090",,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,971438EA-9C0E-EF11-A64E-00505684417F,8A5685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,2F0E42A7-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:56.903+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:51.653+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
40004NS-2,บริษัท ส้มเช้าการช่าง จำกัด,บริษัท ส้มเช้าการช่าง จำกัด,,298 หมู่ที่ 1,,อำเภอตาคลี,,,,,,,,,,,0.00000000000000000000,0.00000000000000000000,,,,,,0,,,,,,,40004NS-2,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:51.667+00,2024-06-05 00:00:00+00,0,0,,,,0605563001584,0,,,,,จังหวัดนครสวรรค์,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,0,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,350E42A7-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:56.91+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:51.673+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
